Column1;;;;;;;;;;
"black as night with no head other than a thin tan ring around the edge.	the aroma contains big time burnt coffee/espresso. it's also got components of baking chocolate, vanilla, caramel, bourbon, molasses and a hint of black licorice.	the taste is awesomely rich and luxurious. creamy espresso, with bitter chocolate, vanilla, and caramel drizzle. bourbon behind that and in the aftertaste. it's got a charred oaky character that just completely puts this over the top. fantastic.	the mouth feel is very full and smooth as hell... like butter. active, but delicate carbonation.	drinkability isn't perfect, booze and magnitude of flavor contribute to that, but it's pretty near perfect.	this beer is amazing, period. it sets a benchmark for the very deffinition of barrel aged double stout. well worth the price in my opinion. i'm a bit of a beer slut, but i would keep this in my fridge at all times if i could.";;;;;;;;;;
"355ml bottle bought online from Mybrewerytap.com...		Poured jet black - nothing gets through even when held up to the light. Dark dirty brown head poured thick and foamy then faded to nice thickish covering... very faint lacing...		Aroma - Big blast of strong espresso coffee and toasted malts, some milk chocolate, oats, light blackcurrent/blackberry notes, cocoa, leathery, woody, some faint vanilla traces, light spicy hops, burnt sugar...		Taste - Lots of creamy chocolate and rich dark coffee to the fore, roasted malts, faint smokey notes, some liquorice, some peppery hops, nutty, light molasses sweetness..		Feel - Very smooth and creamy with just a little sharpness after... full bodied... very drinkable for 8.3%		Overall - An outstanding brew and up with the best of the Americans impy stouts...";;;;;;;;;;
A completely black beer with a thin mocha head. BORIS is a thick, almost to the point of sludgy beer with a roasted malt taste with a noticeable but background hop presences. The oatmeal comes into play as a slight cookie taste. Overall it's a great beer that worthy of a try.;;;;;;;;;;
A translucent golden color, not much head on the top of the pour, gives way to slight lacing as it is consumed. A piney and citrusy smell is given off. I taste grapefruit and other citrus notes. It has a medium mouthfeel with a perfect amount of carbonation. I could drink several of these in one sitting, although with the high abv, not the best idea. One of my favorite dipa's along with Hopslam. This one is not as sweet though.;;;;;;;;;;
"GLASS: Snifter	TEMP: Cellared @ approx 45 degrees		Dark copper colored liquid with light highlights of dark ruby. Almost one-fingers worth of tan foam forms the head. It recedes to a very thin surface covering, rather quickly. Lacing is spotty, but rather sticky.		Huge maltiness, which is expected, what with the purported 10 different kinds of malt used to brew this one. Big yeasty breadiness, also.	The nose is kind of minimal, actually, although it smells very delicious.		Big, bready, biscuity flavors dominate. Large presence of toasted and roasted malts. A nice amount of smoke/char flavor comes through also. Very light hints of caramel and brown sugar.	This is a much drier scotch ale than I expected. Not nearly the amount of swetness that I generally associate with the style. It's deliciously different.		Solid medium bodied brew. Low to medium levels of carbonation. Very smooth, but could use some more creaminess.		A very nice and drinkable bottle, here. The ABV may keep it out of session range, but it's still delicious and goes down easy.";;;;;;;;;;
"A- A vibrant creamy amber with a misty head but persistent lacing 		S Winey almost syrupy sweet aroma. Also, floral possibly plum hints.		T- Amidst the myriad of flavor chocolate and honey notes. Spicy hints hit the edge of your tongue. 		M- Fluffy and creamy. The alcohol makes itself know with a slow constant burn. 		D- Overall this was a very enjoyable ale. the mouthfeel was the most interesting part of this beer. Also, the alcohol can sneak up on you if you have a few of these.";;;;;;;;;;
Jupiter has one of the best IPAs I've had in my day. At the bar there in Berkeley, the bartender was excellent in making recommendations and this one was well taken. It poured a deep red color and was obviously thick with hops. It had a small creamy head that stayed throughout the beverage's existence in my glass (which was short lived). The taste was amazing, the hop explosion was perfect and didn't just overpower everything else about the power. I highly recommend both Jupiter and this beer (as well as the redspot).;;;;;;;;;;
"Split a bottle with my roommate tonight. His first time and I think he hated it. Doesn't like stouts though.		A- Poured into a pint glass. Quater inch head that slowly went away after a short while leading to a nice lacing around the sides of the glass. Pours pitch black very much like motor oil.	S- Smells of burnt coffee and bourbon undertones. Also, a strong soy sauce smell which kind of makes my mouth water for some reason.	T- Hints of bourbon and oak. Big stout taste which the roasted malts come through and the coffee taste with this one. Little chocolate taste that lingers after it goes down.	M- Heavy! Coats the tounge nicely in a bourbon coffee overload. Little bit more chewy than most stouts I had.	D- This is a beer that I can enjoy when I'm looking for something different than what I have been drinking. 		All in all Founder's never ceases to amaze me with their beers. My roommate on the other hand never ceases to amaze me with his chugging skills when he doesn't like a beer.";;;;;;;;;;
Poured from a 12 oz. bottle into a snifter;;A- Pours dark raisiny brown with a light golden hue. Thin layer of head dissipates and forms large bubbles on the sides of the glass. Nice lacing of small mocha colored bubbles.;;S- Smells of sweet bourbon and coffee beans. Roasted chocolate hints with a distinct oak finish.;;T- Wow....this is perfect in every way. Sweet bourbon up front followed by coffee notes. Tastes just like it smells and that is delicious. One of the most well-balanced beers I've ever had or will ever have.;;M- Thick with little carbonation. Slightly bitter oak finish which lingers beautifully on the palate. ;;D- Amazing for a barrel-aged beer. So smooth and delicious. This one is right at the top of the list
"Appearance - Poured a very clear, apple juice shade of orangish-yellow. Head is 1/4 inch, and fades rather quickly, with none remaining after 5 minutes.		Smell - Wow. The sweetness of the malt and the fruity-bitterness of the hops meld deliciously. No alcohol or estery smell - just almost want to smell it all night. 		Taste - The sweetness of the malt shines through, offset by a little bitterness and tons of lingering hops aftertaste, but very little bitterness remaining, unlike several DIPA's I've had.		Mouthfeel - Smooth, slightly oily. Very pleasant to swirl around. Good carbonation, but not overly so to the point of being fizzy.		Drinkability - AT 10% ABV, definitely one to enjoy slowly, which I don't find difficult. Trying to down this too fast is almost impossible, as I enjoy every sip just as is. Wish it would last even longer, but an extremely enjoyable beer.";;;;;;;;;;
